plastid;plastname;skvid;skvname
2176;ЯТ5;841293;29132
2176;ЯТ5;841191;66014
2176;ЯТ5;841125;2753
2176;ЯТ5;840757;59710
2176;ЯТ5;840571;27584
1757;РЛ;841427;19216В
1757;РЛ;841393;52391Р
1783;ЯТ7/7-5;841489;44242
1783;ЯТ7/7-5;841329;22626Б
1783;ЯТ7/7-5;841259;62444Р
1783;ЯТ7/7-5;841219;28517
1783;ЯТ7/7-5;841065;85464Б
1783;ЯТ7/7-5;841007;86687
1783;ЯТ7/7-5;840945;35849Р
1783;ЯТ7/7-5;840927;75151В
1783;ЯТ7/7-5;840907;22912
1783;ЯТ7/7-5;840877;95983
1783;ЯТ7/7-5;840755;3803
1783;ЯТ7/7-5;840671;31497
2176;ЯТ5;841281;7167К
2176;ЯТ5;841279;56154К
2176;ЯТ5;841127;12013
2176;ЯТ5;840657;24580В
2176;ЯТ5;840549;55769
2176;ЯТ5;840545;86373Б
2172;ЕТU-8;840619;25059К
2172;ЕТU-8;840617;55233Б
1757;РЛ;841295;25636
1757;РЛ;840827;57389
1783;ЯТ7/7-5;841173;2703К
1783;ЯТ7/7-5;841069;58724
1783;ЯТ7/7-5;841067;24484
1783;ЯТ7/7-5;841031;43312
1783;ЯТ7/7-5;840925;99514В
1783;ЯТ7/7-5;840917;34871
1783;ЯТ7/7-5;840881;23148Б
1783;ЯТ7/7-5;840795;59062
1783;ЯТ7/7-5;840677;2840
1783;ЯТ7/7-5;840655;49205Р
1714;ВТ7LФ;840117;90891Б
2176;ЯТ5;840245;1349
2176;ЯТ5;840223;68070К
2176;ЯТ5;840207;79290Б
2176;ЯТ5;840109;58775
2176;ЯТ5;840093;71793Б
2176;ЯТ5;840069;83836В
2176;ЯТ5;840029;45565
2176;ЯТ5;839983;41369
2176;ЯТ5;839957;75410
2176;ЯТ5;839951;68194В
2176;ЯТ5;839871;83059
2176;ЯТ5;839839;4261
2176;ЯТ5;839837;37763
2176;ЯТ5;839835;96544В
2176;ЯТ5;839703;94292
2176;ЯТ5;839699;3834Б
2176;ЯТ5;839681;95902
2176;ЯТ5;839675;66708Б
2176;ЯТ5;839673;95196К
1757;РЛ;840301;3168Б
1714;ВТ7LФ;839741;58743Б
2176;ЯТ5;839793;89239
2176;ЯТ5;839739;14773
2176;ЯТ5;839621;17878
2176;ЯТ5;839619;24289
2176;ЯТ5;839497;87246Б
2176;ЯТ5;839375;42407
2176;ЯТ5;839373;95855
2176;ЯТ5;839299;26188
2176;ЯТ5;839251;60245
2176;ЯТ5;839247;23724Б
2176;ЯТ5;839129;47120
2172;ЕТU-8;839503;84916В
2172;ЕТU-8;839463;43715Р
2172;ЕТU-8;839255;4006В
2172;ЕТU-8;839207;69776
2172;ЕТU-8;839187;75215Р
1757;РЛ;839803;34397
1757;РЛ;839465;44084Р
1783;ЯТ7/7-5;839617;42623
1783;ЯТ7/7-5;839553;32085Б
2176;ЯТ5;839555;95583К
2176;ЯТ5;839539;57795
2176;ЯТ5;839509;99715
2176;ЯТ5;839501;19770
2176;ЯТ5;839441;59352
2176;ЯТ5;839413;22759
2176;ЯТ5;839383;71043
2176;ЯТ5;839325;91363
2176;ЯТ5;839291;22022
2176;ЯТ5;839275;9666Б
2176;ЯТ5;839265;35912Р
2176;ЯТ5;839139;20136К
2176;ЯТ5;839087;61827
2176;ЯТ5;839085;58042В
2176;ЯТ5;839053;39638Р
2176;ЯТ5;838957;87593
2176;ЯТ5;838955;67678
2176;ЯТ5;838953;53831Р
1757;РЛ;839557;54553
1757;РЛ;839289;56011
2176;ЯТ5;839457;61381В
2176;ЯТ5;839439;76573В
2176;ЯТ5;839381;11195
2176;ЯТ5;839369;76988Р
2176;ЯТ5;839273;79354В
2176;ЯТ5;839263;21138
2176;ЯТ5;839261;9559В
2176;ЯТ5;839083;84863Р
2176;ЯТ5;839081;68890
2176;ЯТ5;839079;30368Р
2176;ЯТ5;839051;85083
2176;ЯТ5;838935;23055
2176;ЯТ5;838931;81444К
2176;ЯТ5;838861;29201
2176;ЯТ5;838859;68782
1757;РЛ;839467;41095В
2176;ЯТ5;838973;73291
2176;ЯТ5;838971;8921Р
2176;ЯТ5;838951;53173В
2176;ЯТ5;838873;96981
2176;ЯТ5;838805;7247Р
2176;ЯТ5;838795;72730В
2176;ЯТ5;838793;53946Б
2176;ЯТ5;838749;53540
2176;ЯТ5;838727;10188Б
2176;ЯТ5;838699;742
2176;ЯТ5;838697;51533
2176;ЯТ5;838589;14008
2176;ЯТ5;838571;14488
2176;ЯТ5;838553;51750Б
2176;ЯТ5;838531;20945Р
2176;ЯТ5;838457;35351
2176;ЯТ5;838429;79673
2176;ЯТ5;838391;96684
2176;ЯТ5;838379;7323
2176;ЯТ5;838273;22403Р
2176;ЯТ5;838241;99905
2176;ЯТ5;838239;2759
2176;ЯТ5;838235;4689Б
1757;РЛ;839001;21248
2176;ЯТ5;838161;98607К
2176;ЯТ5;838143;59822
2176;ЯТ5;838133;24030Б
2176;ЯТ5;838065;12732
2176;ЯТ5;838063;70967Р
2176;ЯТ5;838027;69607В
2176;ЯТ5;838005;70069
2176;ЯТ5;837971;88830Б
2176;ЯТ5;837871;37336
2176;ЯТ5;837863;9021К
2176;ЯТ5;837861;76027
2176;ЯТ5;837727;7191Б
2176;ЯТ5;837713;40731
2176;ЯТ5;837709;1063В
2176;ЯТ5;837697;41665
2176;ЯТ5;837571;11436
2176;ЯТ5;837561;65808Б
2176;ЯТ5;837507;58121
1757;РЛ;838189;3261К
2176;ЯТ5;837062;36274
2176;ЯТ5;837028;33440
2176;ЯТ5;837006;22745Р
2176;ЯТ5;836968;6564К
2176;ЯТ5;836936;58410Б
2176;ЯТ5;836904;98385
2176;ЯТ5;836854;44683
2176;ЯТ5;836844;10602Б
2176;ЯТ5;836806;42763
2176;ЯТ5;836804;33872
2176;ЯТ5;836742;2201
2176;ЯТ5;836732;8430
2176;ЯТ5;836692;89868К
2176;ЯТ5;836690;86246
1757;РЛ;837044;63825
1757;РЛ;836778;7035
2176;ЯТ5;836642;33457
2176;ЯТ5;836634;2091К
1757;РЛ;836712;35422
1714;ВТ7LФ;913817;62428
1712;ВТ7UФ;912601;34923К
1711;ВТ78Ф;912244;79533Б
1710;ВТ7U/7Ф;912244;79533Б
2176;ЯТ5;913797;57950
2176;ЯТ5;913785;79734К
2176;ЯТ5;912602;49578
2152;ЕТ4-8;913819;59774
2152;ЕТ4-8;912204;52835
2180;ВТ79;913802;91492
2180;ВТ79;913799;40167Б
2180;ВТ79;913781;77121Б
2180;ВТ79;913774;41406
2180;ВТ79;912602;49578
2180;ВТ79;912597;82034
2180;ВТ79;912596;19774В
2180;ВТ79;912244;79533Б
2180;ВТ79;912204;52835
1757;РЛ;912597;82034
1779;ЯТ7/Y;913785;79734К
1783;ЯТ7/7-5;915339;70576
1783;ЯТ7/7-5;913818;50224
1783;ЯТ7/7-5;913816;21810К
1783;ЯТ7/7-5;913798;34218Б
1783;ЯТ7/7-5;913785;79734К
1783;ЯТ7/7-5;913783;59931Б
1783;ЯТ7/7-5;912244;79533Б
2152;ЕТ4-8;912162;20165
2152;ЕТ4-8;912158;86456Р
2180;ВТ79;915336;35886К
2180;ВТ79;912177;51613
2180;ВТ79;912172;35
2180;ВТ79;912171;2316К
2180;ВТ79;912170;83725
2180;ВТ79;912164;72041
2180;ВТ79;912162;20165
1757;РЛ;912162;20165
1713;ВТ76Ф;912236;85517
1711;ВТ78Ф;912235;64978
2152;ЕТ4-8;912247;56068
2152;ЕТ4-8;912245;48084
2152;ЕТ4-8;912239;13296К
2152;ЕТ4-8;912222;78651Б
2152;ЕТ4-8;912221;8741Р
2152;ЕТ4-8;912201;73777
2152;ЕТ4-8;912200;7670Р
2180;ВТ79;912247;56068
2180;ВТ79;912246;67352
2180;ВТ79;912245;48084
2180;ВТ79;912237;2902
2180;ВТ79;912221;8741Р
2180;ВТ79;912220;28828В
2180;ВТ79;912219;3842
2180;ВТ79;912201;73777
2180;ВТ79;912200;7670Р
2180;ВТ79;912199;99336К
2180;ВТ79;912189;12272
1783;ЯТ7/7-5;912238;79933
2180;ВТ79;912240;24231К
2180;ВТ79;912225;36863
2180;ВТ79;912190;36895
2180;ВТ79;912188;22456В
2180;ВТ79;912179;21061В
1757;РЛ;915223;13557К
1757;РЛ;912188;22456В
2176;ЯТ5;914741;72353Р
2176;ЯТ5;914735;3858
2152;ЕТ4-8;914758;45474
2152;ЕТ4-8;914742;89900
2152;ЕТ4-8;914731;4201
2152;ЕТ4-8;914730;41665
2180;ВТ79;914749;71855
2180;ВТ79;914744;97997
2180;ВТ79;914743;54466
2180;ВТ79;914742;89900
2180;ВТ79;914731;4201
1779;ЯТ7/Y;914736;75396К
1783;ЯТ7/7-5;914736;75396К
2176;ЯТ5;912183;62575
2152;ЕТ4-8;914755;57091
2152;ЕТ4-8;912198;64148
2152;ЕТ4-8;912186;33125
2152;ЕТ4-8;912185;18721В
2152;ЕТ4-8;912184;63727
2152;ЕТ4-8;912176;99175
2152;ЕТ4-8;912143;42309Б
2152;ЕТ4-8;911490;65960
2152;ЕТ4-8;911482;26919Б
2152;ЕТ4-8;911481;96353
2180;ВТ79;912186;33125
2180;ВТ79;912144;32122В
2180;ВТ79;912142;14927
2180;ВТ79;911490;65960
2180;ВТ79;911481;96353
1783;ЯТ7/7-5;912187;27401
2176;ЯТ5;914738;75327
2176;ЯТ5;914734;53462Р
2152;ЕТ4-8;914753;40478
2152;ЕТ4-8;914748;36083Р
2152;ЕТ4-8;914747;28511
2152;ЕТ4-8;914733;61232
2152;ЕТ4-8;914732;62130К
2180;ВТ79;914754;21484В
2180;ВТ79;914752;89221
2180;ВТ79;914739;36487В
2180;ВТ79;914732;62130К
1779;ЯТ7/Y;914737;24960К
2176;ЯТ5;913927;89021Р
2152;ЕТ4-8;913928;4022
2152;ЕТ4-8;913917;53716
2180;ВТ79;913941;48453
2180;ВТ79;913940;13294В
2180;ВТ79;913918;22150В
2180;ВТ79;911408;18716
2180;ВТ79;911399;32362
2180;ВТ79;911398;68414
2176;ЯТ5;913881;73157
2152;ЕТ4-8;913908;81546
2152;ЕТ4-8;913906;74267
2152;ЕТ4-8;913893;5102
2152;ЕТ4-8;913892;1502
2152;ЕТ4-8;913889;90486Б
2152;ЕТ4-8;913879;7075В
2152;ЕТ4-8;911415;94529Р
2180;ВТ79;913908;81546
2180;ВТ79;913907;64433Р
2180;ВТ79;913905;8908
2180;ВТ79;913893;5102
2180;ВТ79;913892;1502
2180;ВТ79;913891;75307
2180;ВТ79;913890;94506
2180;ВТ79;911431;89577Б
2180;ВТ79;911430;18629
2180;ВТ79;911423;69351
2180;ВТ79;911422;4979Р
2180;ВТ79;911419;79704Б
2152;ЕТ4-8;913859;85480
2152;ЕТ4-8;913845;51662Р
2152;ЕТ4-8;913833;35707
2180;ВТ79;913870;80458
2180;ВТ79;913859;85480
2180;ВТ79;913844;62060
2180;ВТ79;913833;35707
2180;ВТ79;911433;8405
2180;ВТ79;911432;21939
1714;ВТ7LФ;912618;35206
1712;ВТ7UФ;913854;10798
2176;ЯТ5;913868;25378
2176;ЯТ5;913856;95373Б
2176;ЯТ5;913841;4939
2152;ЕТ4-8;913867;87049В
2152;ЕТ4-8;913840;22604
2152;ЕТ4-8;913830;58180
2152;ЕТ4-8;912620;853
2152;ЕТ4-8;912619;84032
2180;ВТ79;913867;87049В
2180;ВТ79;913853;58951В
2180;ВТ79;913840;22604
2180;ВТ79;913832;9202
2180;ВТ79;913831;96143
2180;ВТ79;913830;58180
2180;ВТ79;912619;84032
2180;ВТ79;912614;7268
2180;ВТ79;912613;49662Б
2180;ВТ79;912608;15634В
2180;ВТ79;912607;14704
1714;ВТ7LФ;913815;65043Б
2176;ЯТ5;913850;39374
2176;ЯТ5;913839;63512
2176;ЯТ5;913827;80664
2176;ЯТ5;913812;95435
2176;ЯТ5;912605;90227Р
2176;ЯТ5;912603;3796
2176;ЯТ5;912600;29701В
2152;ЕТ4-8;913826;69270
2152;ЕТ4-8;913825;947Р
2152;ЕТ4-8;912610;44992В
2152;ЕТ4-8;912599;25424
2152;ЕТ4-8;912595;24400В
2180;ВТ79;913849;92171Р
2180;ВТ79;913848;87097
2180;ВТ79;913837;69627К
2180;ВТ79;913827;80664
2180;ВТ79;913826;69270
2180;ВТ79;913825;947Р
2180;ВТ79;913814;15669Б
2180;ВТ79;913813;57342К
2180;ВТ79;912610;44992В
2180;ВТ79;912606;51794
2180;ВТ79;912599;25424
2180;ВТ79;912595;24400В
2180;ВТ79;912588;58104Б
2176;ЯТ5;912131;87264Б
2152;ЕТ4-8;913822;43406
2152;ЕТ4-8;911504;48770
2152;ЕТ4-8;911503;15153
2152;ЕТ4-8;911502;25380Б
2180;ВТ79;912194;61121Р
2180;ВТ79;912182;46829Р
2180;ВТ79;912175;31175
2180;ВТ79;912155;11993
2180;ВТ79;912154;71905
2180;ВТ79;912153;35816
2180;ВТ79;912152;17998
2180;ВТ79;912151;19880
2180;ВТ79;912150;80842
2180;ВТ79;912149;91190Р
2180;ВТ79;912148;56552
2180;ВТ79;912147;90044
2180;ВТ79;912146;75018К
2180;ВТ79;911506;2766К
2180;ВТ79;911505;42608Р
2180;ВТ79;911504;48770
2180;ВТ79;911503;15153
2180;ВТ79;911495;61047Б
2180;ВТ79;911494;5159Р
2180;ВТ79;911486;78954
1757;РЛ;912194;61121Р
1757;РЛ;912153;35816
1783;ЯТ7/7-5;912175;31175
1783;ЯТ7/7-5;912149;91190Р
2176;ЯТ5;913821;96554Р
2152;ЕТ4-8;913807;95461
2152;ЕТ4-8;912251;19331
2180;ВТ79;913820;77035
2180;ВТ79;912252;22572Б
2180;ВТ79;912248;48039
1783;ЯТ7/7-5;913804;35933
2176;ЯТ5;911216;7619
2152;ЕТ4-8;911217;8891
2180;ВТ79;913809;20622К
2180;ВТ79;912174;66591Б
2180;ВТ79;911487;77365В
2152;ЕТ4-8;913771;12583В
2152;ЕТ4-8;913769;47261Р
2152;ЕТ4-8;913767;58484Р
2152;ЕТ4-8;913765;66043В
2180;ВТ79;913796;89076К
2180;ВТ79;913794;12398
2180;ВТ79;913793;20175
2180;ВТ79;913778;66947
2180;ВТ79;913777;65915
2180;ВТ79;913772;85679
2180;ВТ79;913771;12583В
2180;ВТ79;913770;70427Р
2180;ВТ79;913769;47261Р
2180;ВТ79;913767;58484Р
2180;ВТ79;913766;48699Б
2176;ЯТ5;910884;24862
2176;ЯТ5;910874;29278В
2180;ВТ79;910883;18015
2180;ВТ79;910882;9219К
2180;ВТ79;910881;1517
2180;ВТ79;910880;79309В
2180;ВТ79;910879;28943
2180;ВТ79;910878;56141
2180;ВТ79;910877;16857Б
2180;ВТ79;910876;22180
2180;ВТ79;910875;73672
1714;ВТ7LФ;913773;75367В
2152;ЕТ4-8;912233;48716
2152;ЕТ4-8;912232;4520Р
2152;ЕТ4-8;912214;1226Р
2180;ВТ79;912233;48716
2180;ВТ79;912217;12914
2180;ВТ79;912216;86550
2180;ВТ79;912215;18543К
2180;ВТ79;912197;524Р
2180;ВТ79;912195;87752Р
2176;ЯТ5;911201;13291
2152;ЕТ4-8;911213;9802В
2152;ЕТ4-8;911212;95347В
2152;ЕТ4-8;911203;49422К
2152;ЕТ4-8;911199;97378
2152;ЕТ4-8;911197;61325
2152;ЕТ4-8;911196;36736
2180;ВТ79;913764;11242В
2180;ВТ79;911214;47069
2180;ВТ79;911212;95347В
2180;ВТ79;911205;28107Б
2180;ВТ79;911204;46766Р
1783;ЯТ7/7-5;911215;33252
2152;ЕТ4-8;912253;44195
2180;ВТ79;912253;44195
2152;ЕТ4-8;912231;23411Р
2152;ЕТ4-8;912212;32600Р
2152;ЕТ4-8;912211;73382
2152;ЕТ4-8;912210;82629Б
2180;ВТ79;912231;23411Р
2180;ВТ79;912211;73382
2180;ВТ79;912210;82629Б
2180;ВТ79;912226;11898Б
2180;ВТ79;912193;23402Р
2180;ВТ79;912192;2133Б
2180;ВТ79;912191;59147
2180;ВТ79;912181;9157
2152;ЕТ4-8;912173;3873К
2152;ЕТ4-8;912165;71978
2152;ЕТ4-8;912156;17306
2180;ВТ79;912160;18992Р
2176;ЯТ5;912157;59366Р
2176;ЯТ5;911501;97877Р
2176;ЯТ5;911500;60997
2152;ЕТ4-8;911499;18448
2180;ВТ79;911498;21803
2180;ВТ79;911497;73110К
1714;ВТ7LФ;911509;83878
1714;ВТ7LФ;911508;99004
1713;ВТ76Ф;911511;86997К
1713;ВТ76Ф;911509;83878
1713;ВТ76Ф;911508;99004
1713;ВТ76Ф;911507;65246
1711;ВТ78Ф;911512;53630
1710;ВТ7U/7Ф;911512;53630
2176;ЯТ5;911512;53630
1783;ЯТ7/7-5;911510;33573К
2152;ЕТ4-8;911493;40864
2180;ВТ79;911493;40864
2180;ВТ79;911492;62655
2180;ВТ79;911491;57114Б
2180;ВТ79;911489;16809
2180;ВТ79;911484;76943Р
1757;РЛ;911484;76943Р
2152;ЕТ4-8;911488;72808
2152;ЕТ4-8;911476;6351
2180;ВТ79;911483;93380
2180;ВТ79;911478;84398
2180;ВТ79;911477;559В
1714;ВТ7LФ;911448;69389
2152;ЕТ4-8;911473;19315В
2152;ЕТ4-8;911460;62956В
2152;ЕТ4-8;911459;69758
2152;ЕТ4-8;911458;2456
2180;ВТ79;911475;91389К
2180;ВТ79;911472;32970К
2180;ВТ79;911471;20604К
1783;ЯТ7/7-5;911465;24970
2152;ЕТ4-8;911468;99209Р
2152;ЕТ4-8;911456;69482Р
2152;ЕТ4-8;911455;11742
2180;ВТ79;911474;31375В
2180;ВТ79;911469;31411В
2180;ВТ79;911468;99209Р
2180;ВТ79;911464;23060Р
2180;ВТ79;911456;69482Р
2152;ЕТ4-8;911467;99390К
2152;ЕТ4-8;911466;15164
2152;ЕТ4-8;911452;43562Р
2180;ВТ79;911451;94164
2180;ВТ79;911446;52467
1714;ВТ7LФ;911442;28655
1712;ВТ7UФ;911442;28655
2176;ЯТ5;911441;94988Р
2176;ЯТ5;911435;2403Б
2180;ВТ79;911443;151
1783;ЯТ7/7-5;911445;71952
1783;ЯТ7/7-5;911444;36191Р
1783;ЯТ7/7-5;911438;75382
2152;ЕТ4-8;911208;66273
2152;ЕТ4-8;911207;30703
2152;ЕТ4-8;911206;43196
2180;ВТ79;911207;30703
2176;ЯТ5;911194;67125К
1715;ВТ74Ф;910934;35572
2180;ВТ79;910932;53870
1783;ЯТ7/7-5;910934;35572
1783;ЯТ7/7-5;910931;42274В
1711;ВТ78Ф;910929;1595Р
2176;ЯТ5;910929;1595Р
2152;ЕТ4-8;910927;39796
2180;ВТ79;910930;50981
2180;ВТ79;910929;1595Р
2180;ВТ79;910928;110Р
2180;ВТ79;910925;59361
1757;РЛ;915276;96446Р
1757;РЛ;915274;38013
1757;РЛ;915273;87460
1757;РЛ;915237;51661В
2152;ЕТ4-8;865398;43400Р
2180;ВТ79;913782;65102
2180;ВТ79;865399;79433
1779;ЯТ7/Y;865279;5420Р
1783;ЯТ7/7-5;865500;30438Б
2176;ЯТ5;864880;50969Р
2152;ЕТ4-8;865180;11104
2152;ЕТ4-8;865160;46246
2152;ЕТ4-8;864720;43358
2152;ЕТ4-8;864719;59777
2152;ЕТ4-8;864660;21134Р
2180;ВТ79;865180;11104
2180;ВТ79;865118;43741В
2180;ВТ79;865040;4338Б
2180;ВТ79;864960;76514
2180;ВТ79;864800;75282
2180;ВТ79;864780;75745В
1712;ВТ7UФ;909809;98576
2152;ЕТ4-8;909815;92374
2152;ЕТ4-8;909791;71241
2152;ЕТ4-8;909775;87054
2152;ЕТ4-8;909763;58961Р
2152;ЕТ4-8;909761;32803
2152;ЕТ4-8;909745;65510
2152;ЕТ4-8;909733;1249
1714;ВТ7LФ;909615;56282
2152;ЕТ4-8;909731;67605
2152;ЕТ4-8;909725;77959В
2152;ЕТ4-8;909719;73825
2152;ЕТ4-8;909697;96341
2152;ЕТ4-8;909691;87253
2152;ЕТ4-8;909673;82866К
2152;ЕТ4-8;909633;50708Р
2152;ЕТ4-8;909615;56282
2152;ЕТ4-8;909609;38352К
2152;ЕТ4-8;909589;10307Р
1713;ВТ76Ф;909549;9509
2152;ЕТ4-8;909635;27911Р
2152;ЕТ4-8;909625;23454Б
2152;ЕТ4-8;909607;700
2152;ЕТ4-8;909587;49194Б
2152;ЕТ4-8;909565;28261В
1715;ВТ74Ф;909245;49438В
1713;ВТ76Ф;909371;77506
2176;ЯТ5;909343;61138В
2176;ЯТ5;909247;72489К
2176;ЯТ5;909245;49438В
2176;ЯТ5;909135;10990В
2152;ЕТ4-8;909509;90636
2152;ЕТ4-8;909507;11176
2152;ЕТ4-8;909463;33957Б
2152;ЕТ4-8;909461;82329
2152;ЕТ4-8;909409;33130В
2152;ЕТ4-8;909389;48408
2152;ЕТ4-8;909373;91683Б
2152;ЕТ4-8;909355;9797
2152;ЕТ4-8;909307;42816К
2152;ЕТ4-8;909257;84322В
2152;ЕТ4-8;909247;72489К
2152;ЕТ4-8;909225;77398
2152;ЕТ4-8;909213;63071
2152;ЕТ4-8;909209;53744
2152;ЕТ4-8;909189;9479Р
1779;ЯТ7/Y;909247;72489К
1714;ВТ7LФ;909469;11891Р
1714;ВТ7LФ;909449;87591К
1711;ВТ78Ф;909439;90077
2152;ЕТ4-8;909505;65968
2152;ЕТ4-8;909473;76058
2152;ЕТ4-8;909467;35176
2152;ЕТ4-8;909447;98797
187;Et;910271;51375К
187;Et;910232;53088
2176;ЯТ5;909193;55375
2152;ЕТ4-8;909357;57806
2152;ЕТ4-8;909347;93097В
2152;ЕТ4-8;909341;9864Б
2152;ЕТ4-8;909317;61454Р
2152;ЕТ4-8;909315;21550
2152;ЕТ4-8;909255;9859
2152;ЕТ4-8;909231;884Р
2152;ЕТ4-8;909221;70880
2152;ЕТ4-8;909197;98259
2152;ЕТ4-8;909195;67522
2152;ЕТ4-8;909193;55375
2152;ЕТ4-8;909181;3392
1757;РЛ;909357;57806
1757;РЛ;909347;93097В
1757;РЛ;909255;9859
1757;РЛ;909221;70880
1757;РЛ;909197;98259
2152;ЕТ4-8;909263;21558К
2152;ЕТ4-8;909261;37545
2152;ЕТ4-8;909237;88654
2152;ЕТ4-8;909219;94001
2152;ЕТ4-8;909207;21105Б
2152;ЕТ4-8;909191;60172
2152;ЕТ4-8;909177;54650Р
2152;ЕТ4-8;909153;24691
2152;ЕТ4-8;909151;64782Б
2152;ЕТ4-8;909143;50669
2152;ЕТ4-8;909139;57891К
2152;ЕТ4-8;909117;99511
2152;ЕТ4-8;909115;56024
2152;ЕТ4-8;909101;66891К
2176;ЯТ5;909063;12653
2152;ЕТ4-8;909243;34212К
2152;ЕТ4-8;909241;79022Р
2152;ЕТ4-8;909223;79970
2152;ЕТ4-8;909203;33941Р
2152;ЕТ4-8;909201;75853В
2152;ЕТ4-8;909183;72380Р
2152;ЕТ4-8;909175;92234Р
2152;ЕТ4-8;909149;77783
2152;ЕТ4-8;909099;4896Б
2152;ЕТ4-8;909095;18708
2152;ЕТ4-8;909093;14808К
2152;ЕТ4-8;909079;34632Б
2152;ЕТ4-8;909071;51411К
2152;ЕТ4-8;909063;12653
1757;РЛ;909243;34212К
1713;ВТ76Ф;909616;47963Р
2176;ЯТ5;909712;99394
2176;ЯТ5;909706;20021
2176;ЯТ5;909698;4047
2176;ЯТ5;909680;23390
2176;ЯТ5;909670;803Р
2176;ЯТ5;909648;5014В
2176;ЯТ5;909636;93836Р
2176;ЯТ5;909626;58011
2176;ЯТ5;909616;47963Р
2176;ЯТ5;909598;16059К
2176;ЯТ5;909596;22452
2176;ЯТ5;909566;42938
2176;ЯТ5;908981;62528
2176;ЯТ5;908973;65567Р
2176;ЯТ5;908969;19274
2176;ЯТ5;908941;58156
2176;ЯТ5;908919;88130Р
2176;ЯТ5;908913;94350К
2176;ЯТ5;908909;39965
2176;ЯТ5;908895;98783
2176;ЯТ5;908893;47720Р
2176;ЯТ5;908875;6472В
2152;ЕТ4-8;909005;10012
2180;ВТ79;909680;23390
2180;ВТ79;908875;6472В
1757;РЛ;908913;94350К
2152;ЕТ4-8;908959;60144
2152;ЕТ4-8;908957;67495
2152;ЕТ4-8;908937;11731
2152;ЕТ4-8;908917;95656
2152;ЕТ4-8;908911;44006
2152;ЕТ4-8;908907;19622Р
2176;ЯТ5;909564;71827
2152;ЕТ4-8;909666;53017
2152;ЕТ4-8;909660;23412К
2152;ЕТ4-8;909650;15121В
2152;ЕТ4-8;909560;14696
2152;ЕТ4-8;909556;65619Б
2152;ЕТ4-8;909544;57735Б
2152;ЕТ4-8;909540;69129Б
2176;ЯТ5;909292;47756Р
2152;ЕТ4-8;909420;34077К
2152;ЕТ4-8;909394;38770
2152;ЕТ4-8;909378;31929
2152;ЕТ4-8;909376;27934
2152;ЕТ4-8;909346;75508
2152;ЕТ4-8;909320;71594
2152;ЕТ4-8;909296;80969
2152;ЕТ4-8;909294;73227К
2152;ЕТ4-8;909292;47756Р
2152;ЕТ4-8;909280;93734
1757;РЛ;909394;38770
1757;РЛ;909376;27934
2176;ЯТ5;909156;97890
2176;ЯТ5;909144;17783
2176;ЯТ5;909126;55912
2176;ЯТ5;909116;11369Р
2176;ЯТ5;909114;46914
2176;ЯТ5;909098;75657К
2176;ЯТ5;909096;6038
2176;ЯТ5;909070;21382
2176;ЯТ5;909058;25839Б
2176;ЯТ5;909048;10333В
2176;ЯТ5;908994;83485В
2176;ЯТ5;908962;93518
2176;ЯТ5;908960;20381
2176;ЯТ5;908940;68284В
2176;ЯТ5;908930;42318Б
2176;ЯТ5;908914;60125
2176;ЯТ5;908908;5796Б
2176;ЯТ5;908890;858К
2176;ЯТ5;908876;42705Б
2176;ЯТ5;908870;42284Р
2176;ЯТ5;908868;6827
1757;РЛ;909144;17783
1783;ЯТ7/7-5;909070;21382
1783;ЯТ7/7-5;908944;88978
2176;ЯТ5;908938;51466
2176;ЯТ5;908928;58804
2176;ЯТ5;908920;74662
2176;ЯТ5;908896;71032
2176;ЯТ5;908892;52407Б
2176;ЯТ5;908888;8306
2176;ЯТ5;908878;33409В
2176;ЯТ5;908852;90423Б
2176;ЯТ5;908848;19848К
2176;ЯТ5;908818;58276В
2176;ЯТ5;908812;60926
2176;ЯТ5;908776;47097Б
2176;ЯТ5;908772;46766Р
2176;ЯТ5;908758;59602
2176;ЯТ5;908748;30380
2176;ЯТ5;908718;41837
2176;ЯТ5;908716;29495Р
2176;ЯТ5;908674;8620
2176;ЯТ5;908670;38383
2176;ЯТ5;908658;9673
2176;ЯТ5;908646;27438
2152;ЕТ4-8;908818;58276В
1757;РЛ;908842;81655
1757;РЛ;908840;37360В
1714;ВТ7LФ;908810;22717В
1714;ВТ7LФ;908780;93706
1714;ВТ7LФ;908634;15432
1714;ВТ7LФ;908600;13399
2176;ЯТ5;908898;66700В
2176;ЯТ5;908894;94029
2176;ЯТ5;908872;12881Р
2176;ЯТ5;908866;46986
2176;ЯТ5;908836;79418Р
2176;ЯТ5;908834;48436
2176;ЯТ5;908810;22717В
2176;ЯТ5;908782;36165К
2176;ЯТ5;908780;93706
2176;ЯТ5;908738;27409
2176;ЯТ5;908722;44793Б
2176;ЯТ5;908698;75092
2176;ЯТ5;908694;84188Р
2176;ЯТ5;908572;9452Р
2176;ЯТ5;908554;44743
2176;ЯТ5;908542;94712
2176;ЯТ5;908516;84853В
1757;РЛ;908764;76549
1757;РЛ;908762;35666
1779;ЯТ7/Y;908516;84853В
1779;ЯТ7/Y;908512;39952В
1783;ЯТ7/7-5;908894;94029
1783;ЯТ7/7-5;908816;56647В
1783;ЯТ7/7-5;908638;34165В
2176;ЯТ5;908824;53742К
2176;ЯТ5;908822;92139
2176;ЯТ5;908794;11740
2176;ЯТ5;908788;24579Б
